Time,Level,Noise,Frequency,Bandwidth
34:17.8,-14.57,-41.68,103300,16000
34:17.8,-15.67,-41.67,103300,16000
34:17.9,-15.04,-41.71,103300,16000
34:17.9,-16.58,-41.69,103300,16000
34:18.0,-15.24,-41.7,103300,16000
34:18.1,-17.25,-41.67,103300,16000
34:18.1,-17.54,-41.7,103300,16000
34:18.2,-15.47,-41.7,103300,16000
34:18.3,-16.68,-41.66,103300,16000
34:18.3,-16.72,-41.68,103300,16000
34:18.4,-18.03,-41.69,103300,16000
34:18.4,-15.73,-41.67,103300,16000
34:18.5,-16.12,-41.68,103300,16000
34:18.5,-15.88,-41.6,103300,16000
34:18.6,-17.38,-41.54,103300,16000
34:18.6,-16.26,-41.5,103300,16000
34:18.7,-15.04,-41.5,103300,16000
34:18.7,-19.13,-41.49,103300,16000
34:18.8,-13.96,-41.46,103300,16000
34:18.8,-15.15,-41.45,103300,16000
34:18.8,-16.79,-41.41,103300,16000
34:18.9,-15.94,-41.42,103300,16000
34:18.9,-16.78,-41.42,103300,16000
34:19.0,-15.22,-41.37,103300,16000
34:19.0,-16.2,-41.34,103300,16000
34:19.1,-16.22,-41.31,103300,16000
34:19.2,-17.32,-41.33,103300,16000
34:19.2,-15.87,-41.32,103300,16000
34:19.3,-16.99,-41.34,103300,16000
34:19.3,-17.43,-41.3,103300,16000
34:19.4,-14.62,-41.33,103300,16000
34:19.5,-17.35,-41.33,103300,16000
34:19.5,-17.49,-41.4,103300,16000
34:19.6,-14.62,-41.46,103300,16000
34:19.6,-16.2,-41.46,103300,16000
34:19.7,-14.76,-41.45,103300,16000
34:19.7,-15.81,-41.47,103300,16000
34:19.8,-15.41,-41.48,103300,16000
34:19.8,-15.88,-41.47,103300,16000
34:19.8,-15.34,-41.52,103300,16000
34:19.9,-15.94,-41.52,103300,16000
34:20.0,-16.53,-41.52,103300,16000
34:20.1,-15.74,-41.58,103300,16000
34:20.1,-16.76,-41.61,103300,16000
34:20.2,-16.63,-41.6,103300,16000
34:20.2,-14.67,-41.61,103300,16000
34:20.2,-17.29,-41.58,103300,16000
34:20.3,-16.89,-41.58,103300,16000
34:20.3,-13.68,-41.59,103300,16000
34:20.4,-16.22,-41.59,103300,16000
34:20.4,-16.03,-41.55,103300,16000
34:20.6,-16.36,-41.52,103300,16000
34:20.6,-18.01,-41.52,103300,16000
34:20.7,-15.84,-41.5,103300,16000
34:20.7,-17.19,-41.5,103300,16000
34:20.8,-14.78,-41.49,103300,16000
34:20.8,-15.36,-41.5,103300,16000
34:20.9,-16.86,-41.46,103300,16000
34:20.9,-17.37,-41.44,103300,16000
34:21.0,-15.72,-41.43,103300,16000
34:21.1,-15.05,-41.44,103300,16000
34:21.1,-16.79,-41.47,103300,16000
34:21.2,-18.42,-41.5,103300,16000
34:21.2,-16.1,-41.5,103300,16000
34:21.3,-17.81,-41.5,103300,16000
34:21.4,-14.99,-41.54,103300,16000
34:21.5,-15.59,-41.51,103300,16000
34:21.5,-15.97,-41.51,103300,16000
34:21.5,-17.5,-41.48,103300,16000
34:21.7,-15.95,-41.49,103300,16000
34:21.7,-16.54,-41.49,103300,16000
34:21.8,-16.38,-41.49,103300,16000
34:21.8,-14.57,-41.5,103300,16000
34:21.8,-16.84,-41.5,103300,16000
34:21.9,-16.99,-41.52,103300,16000
34:22.0,-16.57,-41.54,103300,16000
34:22.1,-16.36,-41.48,103300,16000
34:22.2,-16.64,-41.41,103300,16000
34:22.2,-16.7,-41.41,103300,16000
34:22.3,-16.33,-41.4,103300,16000
34:22.4,-15.05,-41.41,103300,16000
34:22.4,-16.64,-41.44,103300,16000
34:22.5,-14.6,-41.46,103300,16000
34:22.6,-14.84,-41.46,103300,16000
34:22.6,-16.74,-41.49,103300,16000
34:22.7,-15.01,-41.49,103300,16000
34:22.7,-16.62,-41.49,103300,16000
34:22.8,-15.67,-41.48,103300,16000
34:22.8,-16.18,-41.5,103300,16000
34:22.9,-15.54,-41.49,103300,16000
34:22.9,-14.71,-41.49,103300,16000
34:22.9,-14.72,-41.48,103300,16000
34:23.0,-15.51,-41.45,103300,16000
34:23.1,-15.29,-41.44,103300,16000
34:23.1,-15.21,-41.47,103300,16000
34:23.1,-17.19,-41.51,103300,16000
34:23.2,-16.72,-41.51,103300,16000
34:23.2,-16.97,-41.49,103300,16000
34:23.3,-16,-41.43,103300,16000
34:23.4,-15.94,-41.41,103300,16000
34:23.4,-14.7,-41.41,103300,16000
34:23.5,-16.03,-41.33,103300,16000
34:23.6,-14.39,-41.33,103300,16000
34:23.6,-15.81,-41.33,103300,16000
34:23.7,-14.54,-41.29,103300,16000
34:23.7,-16.05,-41.3,103300,16000
34:23.7,-17.14,-41.28,103300,16000
34:23.8,-15.35,-41.27,103300,16000
34:23.9,-16.47,-41.32,103300,16000
34:24.0,-16.84,-41.31,103300,16000
34:24.0,-13.82,-41.36,103300,16000
34:24.1,-15.31,-41.37,103300,16000
34:24.1,-16.58,-41.38,103300,16000
34:24.2,-15.62,-41.4,103300,16000
34:24.2,-17.99,-41.41,103300,16000
34:24.3,-15.55,-41.42,103300,16000
34:24.3,-18.19,-41.46,103300,16000
34:24.3,-15.44,-41.47,103300,16000
34:24.4,-16,-41.49,103300,16000
34:24.5,-15.46,-41.5,103300,16000
34:24.6,-15.26,-41.49,103300,16000
34:24.6,-16.23,-41.48,103300,16000
34:24.7,-17.28,-41.49,103300,16000
34:24.8,-16.62,-41.48,103300,16000
34:24.8,-16.95,-41.42,103300,16000
34:24.9,-15.21,-41.43,103300,16000
34:24.9,-15.2,-41.41,103300,16000
34:25.0,-12.66,-41.38,103300,16000
34:25.1,-17.13,-41.38,103300,16000
34:25.1,-16.95,-41.36,103300,16000
34:25.2,-15.57,-41.34,103300,16000
34:25.2,-15.36,-41.34,103300,16000
34:25.3,-16.11,-41.37,103300,16000
34:25.4,-13.81,-41.41,103300,16000
34:25.4,-15.41,-41.38,103300,16000
34:25.4,-16.48,-41.38,103300,16000
34:25.5,-15.96,-41.39,103300,16000
34:25.6,-15.71,-41.4,103300,16000
34:25.6,-15.62,-41.41,103300,16000
34:25.7,-18.01,-41.41,103300,16000
34:25.7,-15.36,-41.42,103300,16000
34:25.7,-14.63,-41.44,103300,16000
34:25.8,-14.8,-41.46,103300,16000
34:25.8,-14.23,-41.46,103300,16000
34:25.9,-14.61,-41.51,103300,16000
34:26.0,-15.02,-41.58,103300,16000
34:26.1,-14.91,-41.58,103300,16000
34:26.2,-14.36,-41.59,103300,16000
34:26.2,-16.1,-41.57,103300,16000
34:26.3,-16.45,-41.57,103300,16000
34:26.3,-17.16,-41.57,103300,16000
34:26.4,-15.34,-41.53,103300,16000
34:26.5,-14.97,-41.54,103300,16000
34:26.5,-16.8,-41.58,103300,16000
34:26.6,-13.5,-41.52,103300,16000
34:26.6,-13.32,-41.52,103300,16000
34:26.7,-14.63,-41.5,103300,16000
34:26.7,-15.72,-41.48,103300,16000
34:26.8,-15.09,-41.45,103300,16000
34:26.8,-14.03,-41.45,103300,16000
34:26.9,-14.54,-41.43,103300,16000
34:26.9,-14.05,-41.42,103300,16000
34:27.0,-17.03,-41.43,103300,16000
34:27.0,-17.06,-41.42,103300,16000
34:27.0,-16.16,-41.44,103300,16000
34:27.1,-14.61,-41.44,103300,16000
34:27.1,-15.17,-41.46,103300,16000
34:27.2,-15.74,-41.46,103300,16000
34:27.3,-16.07,-41.43,103300,16000
34:27.3,-15.45,-41.43,103300,16000
34:27.4,-14.3,-41.46,103300,16000
34:27.4,-14.03,-41.47,103300,16000
34:27.4,-15.45,-41.47,103300,16000
34:27.5,-17.16,-41.43,103300,16000
34:27.6,-15.16,-41.45,103300,16000
34:27.6,-14.07,-41.45,103300,16000
34:27.6,-17.02,-41.44,103300,16000
34:27.7,-15.56,-41.49,103300,16000
34:27.8,-15.13,-41.55,103300,16000
34:27.8,-16.85,-41.53,103300,16000
34:27.9,-16.4,-41.53,103300,16000
34:27.9,-13.66,-41.51,103300,16000
34:28.0,-15.96,-41.45,103300,16000
34:28.0,-15.95,-41.47,103300,16000
34:28.1,-17.38,-41.45,103300,16000
34:28.1,-15.38,-41.47,103300,16000
34:28.2,-16.4,-41.41,103300,16000
34:28.2,-14.96,-41.39,103300,16000
34:28.3,-16.05,-41.41,103300,16000
34:28.3,-15.01,-41.39,103300,16000
34:28.3,-13.19,-41.38,103300,16000
34:28.4,-15.6,-41.39,103300,16000
34:28.4,-15.16,-41.39,103300,16000
34:28.5,-14.62,-41.39,103300,16000
34:28.5,-15.8,-41.39,103300,16000
34:28.6,-17.16,-41.39,103300,16000
34:28.7,-15.87,-41.37,103300,16000
34:28.7,-15.45,-41.31,103300,16000
34:28.7,-15.78,-41.23,103300,16000
34:28.8,-16.34,-41.23,103300,16000
34:28.8,-14.85,-41.2,103300,16000
34:28.9,-14.06,-41.22,103300,16000
34:29.0,-14.51,-41.22,103300,16000
34:29.0,-13.78,-41.23,103300,16000
34:29.1,-13.73,-41.23,103300,16000
34:29.1,-15.03,-41.21,103300,16000
34:29.2,-17.44,-41.26,103300,16000
34:29.2,-17.59,-41.29,103300,16000
34:29.3,-15,-41.29,103300,16000
34:29.3,-18.54,-41.29,103300,16000
34:29.3,-17.6,-41.29,103300,16000
34:29.4,-19.78,-41.31,103300,16000
34:29.5,-22.16,-41.31,103300,16000
34:29.5,-22.04,-41.4,103300,16000
34:29.6,-20.33,-41.42,103300,16000
34:29.6,-21.6,-41.43,103300,16000
34:29.7,-20.02,-41.43,103300,16000
34:29.7,-22.44,-41.56,103300,16000
34:29.8,-22.34,-41.62,103300,16000
34:29.8,-23.25,-41.7,103300,16000
34:29.9,-22.11,-41.75,103300,16000
34:29.9,-22.06,-41.78,103300,16000
34:30.0,-22.59,-41.78,103300,16000
34:30.1,-22.04,-41.8,103300,16000
34:30.1,-22.25,-41.8,103300,16000
34:30.2,-21.7,-41.84,103300,16000
34:30.2,-21.22,-41.84,103300,16000
34:30.3,-22.49,-41.84,103300,16000
34:30.3,-21.04,-41.89,103300,16000
34:30.4,-21.69,-41.93,103300,16000
34:30.4,-21.22,-41.92,103300,16000
34:30.4,-20.39,-41.94,103300,16000
34:30.5,-22.53,-41.9,103300,16000
34:30.6,-21.68,-41.85,103300,16000
34:30.6,-21.26,-41.85,103300,16000
34:30.7,-20.74,-41.84,103300,16000
34:30.7,-22.75,-41.82,103300,16000
34:30.8,-22.08,-41.84,103300,16000
34:30.8,-21.48,-41.84,103300,16000
34:30.9,-22.65,-41.84,103300,16000
34:30.9,-22.08,-41.82,103300,16000
34:31.0,-21.27,-41.81,103300,16000
34:31.0,-21.42,-41.79,103300,16000
34:31.0,-21.54,-41.8,103300,16000
34:31.1,-22.75,-41.81,103300,16000
34:31.2,-23.09,-41.8,103300,16000
34:31.2,-22.37,-41.83,103300,16000
34:31.3,-22.17,-41.83,103300,16000
34:31.3,-21.92,-41.84,103300,16000
34:31.3,-22.8,-41.84,103300,16000
34:31.4,-21.25,-41.83,103300,16000
34:31.4,-20.87,-41.83,103300,16000
34:31.5,-21.96,-41.84,103300,16000
34:31.5,-21.77,-41.87,103300,16000
34:31.6,-22.22,-41.87,103300,16000
34:31.7,-21.8,-41.9,103300,16000
34:31.7,-19.27,-41.89,103300,16000
34:31.8,-21.83,-41.86,103300,16000
34:31.8,-21.18,-41.85,103300,16000
34:31.9,-22.11,-41.86,103300,16000
34:31.9,-20.28,-41.86,103300,16000
34:32.0,-22.84,-41.86,103300,16000
34:32.0,-22.47,-41.89,103300,16000
34:32.1,-19.87,-41.88,103300,16000
34:32.1,-20.04,-41.9,103300,16000
34:32.2,-21.33,-41.88,103300,16000
34:32.2,-21.52,-41.86,103300,16000
34:32.3,-20.62,-41.86,103300,16000
34:32.3,-20.76,-41.81,103300,16000
34:32.4,-21.27,-41.75,103300,16000
34:32.4,-20.9,-41.79,103300,16000
34:32.4,-20.91,-41.78,103300,16000
34:32.5,-22.54,-41.75,103300,16000
34:32.6,-20.6,-41.75,103300,16000
34:32.6,-21.18,-41.76,103300,16000
34:32.6,-23.19,-41.76,103300,16000
34:32.7,-22.42,-41.76,103300,16000
34:32.7,-22.24,-41.75,103300,16000
34:32.8,-21.38,-41.75,103300,16000
34:32.9,-23.3,-41.76,103300,16000
34:32.9,-21.85,-41.74,103300,16000
34:33.0,-22.98,-41.74,103300,16000
34:33.0,-21.13,-41.73,103300,16000
34:33.1,-23,-41.73,103300,16000
34:33.1,-21.05,-41.73,103300,16000
34:33.2,-21.48,-41.71,103300,16000
34:33.2,-22.86,-41.71,103300,16000
34:33.2,-23.03,-41.73,103300,16000
34:33.3,-21.82,-41.76,103300,16000
34:33.4,-21.75,-41.78,103300,16000
34:33.4,-22.28,-41.76,103300,16000
34:33.5,-20.83,-41.76,103300,16000
34:33.5,-21.03,-41.76,103300,16000
34:33.6,-21.53,-41.75,103300,16000
34:33.6,-22.62,-41.75,103300,16000
34:33.7,-21.9,-41.77,103300,16000
34:33.7,-20.23,-41.77,103300,16000
34:33.8,-21.21,-41.75,103300,16000
34:33.8,-21.32,-41.73,103300,16000
34:33.9,-20.6,-41.74,103300,16000
34:33.9,-21.96,-41.75,103300,16000
34:34.0,-20.53,-41.74,103300,16000
34:34.1,-22.4,-41.72,103300,16000
34:34.1,-19.92,-41.72,103300,16000
34:34.2,-21.49,-41.7,103300,16000
34:34.2,-21.06,-41.7,103300,16000
34:34.3,-22.01,-41.67,103300,16000
34:34.3,-20.97,-41.71,103300,16000
34:34.3,-20.89,-41.7,103300,16000
34:34.4,-22.57,-41.68,103300,16000
34:34.4,-20.55,-41.68,103300,16000
34:34.5,-20.34,-41.68,103300,16000
34:34.6,-21.62,-41.69,103300,16000
34:34.6,-19.27,-41.7,103300,16000
34:34.7,-21.13,-41.65,103300,16000
34:34.7,-21.57,-41.65,103300,16000
34:34.8,-21.91,-41.65,103300,16000
34:34.8,-23.64,-41.69,103300,16000
34:34.9,-21.47,-41.67,103300,16000
34:34.9,-22.36,-41.67,103300,16000
34:34.9,-21.64,-41.7,103300,16000
34:35.0,-20.85,-41.68,103300,16000
34:35.1,-22.17,-41.7,103300,16000
34:35.1,-21.3,-41.71,103300,16000
34:35.2,-22.23,-41.73,103300,16000
34:35.2,-22.36,-41.71,103300,16000
34:35.2,-20.92,-41.74,103300,16000
34:35.3,-20.92,-41.7,103300,16000
34:35.3,-20.8,-41.68,103300,16000
34:35.4,-18.63,-41.7,103300,16000
34:35.4,-20.69,-41.7,103300,16000
34:35.5,-20.46,-41.71,103300,16000
34:35.6,-22.15,-41.7,103300,16000
34:35.6,-20.81,-41.7,103300,16000
34:35.7,-22.27,-41.67,103300,16000
34:35.7,-22.61,-41.66,103300,16000
34:35.8,-23.03,-41.69,103300,16000
34:35.8,-21.34,-41.65,103300,16000
34:35.9,-23.09,-41.68,103300,16000
34:35.9,-20.45,-41.65,103300,16000
34:36.0,-21.33,-41.65,103300,16000
34:36.0,-21.07,-41.65,103300,16000
34:36.1,-20.43,-41.65,103300,16000
34:36.1,-22.66,-41.62,103300,16000
34:36.2,-21.62,-41.62,103300,16000
34:36.3,-21.56,-41.62,103300,16000
34:36.3,-22.4,-41.62,103300,16000
34:36.4,-20.25,-41.66,103300,16000
34:36.4,-21.46,-41.66,103300,16000
34:36.5,-22.23,-41.69,103300,16000
34:36.5,-21.38,-41.7,103300,16000
34:36.5,-22.39,-41.7,103300,16000
34:36.6,-21.43,-41.72,103300,16000
34:36.6,-21.89,-41.76,103300,16000
34:36.7,-23.07,-41.76,103300,16000
34:36.8,-21.85,-41.76,103300,16000
34:36.8,-23.11,-41.79,103300,16000
34:36.9,-21.65,-41.79,103300,16000
34:36.9,-20.92,-41.79,103300,16000
34:36.9,-21.49,-41.8,103300,16000
34:37.0,-22.35,-41.8,103300,16000
34:37.1,-22.44,-41.8,103300,16000
34:37.1,-21.38,-41.8,103300,16000
34:37.1,-22.46,-41.81,103300,16000
34:37.2,-23.33,-41.83,103300,16000
34:37.3,-22.7,-41.85,103300,16000
34:37.3,-21.01,-41.85,103300,16000
34:37.4,-22.23,-41.84,103300,16000
34:37.4,-19.98,-41.82,103300,16000
34:37.5,-21.71,-41.79,103300,16000
34:37.5,-21.98,-41.8,103300,16000
34:37.6,-22.74,-41.82,103300,16000
34:37.6,-22.14,-41.84,103300,16000
34:37.7,-21.53,-41.86,103300,16000
34:37.7,-21.95,-41.81,103300,16000
34:37.8,-22.13,-41.83,103300,16000
34:37.8,-21.1,-41.84,103300,16000
34:37.8,-21.42,-41.86,103300,16000
34:37.9,-20.49,-41.86,103300,16000
34:37.9,-21.8,-41.79,103300,16000
34:38.0,-20.53,-41.74,103300,16000
34:38.0,-20.38,-41.74,103300,16000
34:38.1,-21.4,-41.66,103300,16000
34:38.2,-21.18,-41.63,103300,16000
34:38.2,-20.66,-41.58,103300,16000
34:38.2,-21.35,-41.55,103300,16000
34:38.3,-20.81,-41.55,103300,16000
34:38.3,-21.26,-41.55,103300,16000
34:38.4,-22.9,-41.57,103300,16000
34:38.5,-21.01,-41.62,103300,16000
34:38.5,-22.3,-41.6,103300,16000
34:38.6,-20.55,-41.6,103300,16000
34:38.6,-21.29,-41.57,103300,16000
34:38.7,-21.26,-41.56,103300,16000
34:38.7,-22.05,-41.6,103300,16000
34:38.8,-21.31,-41.62,103300,16000
34:38.8,-22.51,-41.61,103300,16000
34:38.8,-20.49,-41.59,103300,16000
34:38.9,-22.43,-41.61,103300,16000
34:39.0,-24.05,-41.64,103300,16000
34:39.0,-20.74,-41.7,103300,16000
34:39.1,-22.24,-41.76,103300,16000
34:39.1,-22.58,-41.76,103300,16000
34:39.2,-21.37,-41.84,103300,16000
34:39.2,-22.33,-41.86,103300,16000
34:39.2,-22.38,-41.89,103300,16000
34:39.3,-23.03,-41.91,103300,16000
34:39.3,-21.45,-41.94,103300,16000
34:39.4,-22.24,-41.94,103300,16000
34:39.4,-21.9,-41.91,103300,16000
34:39.5,-21.6,-41.91,103300,16000
34:39.6,-20.87,-41.9,103300,16000
34:39.6,-23.34,-41.92,103300,16000
34:39.7,-21.94,-41.92,103300,16000
34:39.7,-22.21,-41.9,103300,16000
34:39.8,-20.65,-41.9,103300,16000
34:39.8,-21.64,-41.85,103300,16000
34:39.9,-20.08,-41.84,103300,16000
34:39.9,-21.46,-41.82,103300,16000
34:39.9,-20.34,-41.8,103300,16000
34:40.0,-21.84,-41.77,103300,16000
34:40.1,-18.5,-41.74,103300,16000
34:40.1,-21.62,-41.74,103300,16000
34:40.2,-22.56,-41.71,103300,16000
34:40.2,-22.93,-41.73,103300,16000
34:40.3,-21.69,-41.71,103300,16000
34:40.3,-20.8,-41.71,103300,16000
34:40.4,-20.23,-41.64,103300,16000
34:40.4,-20.64,-41.64,103300,16000
34:40.5,-22.67,-41.6,103300,16000
34:40.5,-21.63,-41.6,103300,16000
34:40.5,-20.98,-41.59,103300,16000
34:40.6,-22.95,-41.56,103300,16000
34:40.7,-22.29,-41.57,103300,16000
34:40.7,-21.44,-41.59,103300,16000
34:40.8,-21.06,-41.56,103300,16000
34:40.8,-21.09,-41.59,103300,16000
34:40.8,-21.06,-41.59,103300,16000
34:40.9,-22.3,-41.62,103300,16000
34:40.9,-22.69,-41.67,103300,16000
34:41.0,-21.84,-41.71,103300,16000
34:41.0,-21.94,-41.71,103300,16000
34:41.1,-21.95,-41.73,103300,16000
34:41.2,-20.89,-41.73,103300,16000
34:41.2,-22.2,-41.72,103300,16000
34:41.3,-20.89,-41.72,103300,16000
34:41.3,-21.01,-41.7,103300,16000
34:41.4,-19.11,-41.73,103300,16000
34:41.4,-23.59,-41.76,103300,16000
34:41.5,-21.9,-41.82,103300,16000
34:41.5,-22.21,-41.84,103300,16000
34:41.6,-22.02,-41.83,103300,16000
34:41.6,-21.12,-41.85,103300,16000
34:41.7,-22.54,-41.85,103300,16000
34:41.7,-21.42,-41.89,103300,16000
34:41.8,-21.5,-41.92,103300,16000
34:41.8,-23.46,-41.94,103300,16000
34:41.9,-19.95,-41.95,103300,16000
34:41.9,-20.53,-41.94,103300,16000
34:41.9,-21.93,-41.94,103300,16000
34:42.0,-23.31,-41.9,103300,16000
34:42.1,-20.58,-41.94,103300,16000
34:42.1,-21.8,-41.93,103300,16000
34:42.1,-20.64,-41.95,103300,16000
34:42.2,-20.08,-41.95,103300,16000
34:42.2,-22.61,-41.95,103300,16000
34:42.3,-21.5,-42.01,103300,16000
34:42.4,-20.03,-42.01,103300,16000
34:42.4,-22.43,-42.03,103300,16000
34:42.5,-22.23,-42.03,103300,16000
34:42.5,-23.05,-42,103300,16000
34:42.6,-20.52,-42,103300,16000
34:42.6,-21.33,-42,103300,16000
34:42.7,-20.43,-41.93,103300,16000
34:42.7,-20.77,-41.9,103300,16000
34:42.7,-21.56,-41.9,103300,16000
34:42.8,-20.6,-41.84,103300,16000
34:42.9,-23.04,-41.84,103300,16000
34:42.9,-22.12,-41.84,103300,16000
34:43.0,-22.55,-41.85,103300,16000
34:43.0,-21.8,-41.79,103300,16000
34:43.1,-20.64,-41.73,103300,16000
34:43.1,-19.57,-41.72,103300,16000
34:43.2,-22.15,-41.71,103300,16000
34:43.2,-21.07,-41.73,103300,16000
34:43.2,-22.89,-41.76,103300,16000
34:43.3,-22.1,-41.76,103300,16000
34:43.3,-21.37,-41.75,103300,16000
34:43.4,-23.07,-41.71,103300,16000
34:43.4,-21.07,-41.68,103300,16000
34:43.5,-21.25,-41.71,103300,16000
34:43.6,-20.88,-41.73,103300,16000
34:43.6,-21.46,-41.74,103300,16000
34:43.7,-21.88,-41.74,103300,16000
34:43.7,-21.57,-41.75,103300,16000
34:43.8,-20.35,-41.77,103300,16000
34:43.8,-21.43,-41.78,103300,16000
34:43.8,-22.29,-41.79,103300,16000
34:43.9,-21.88,-41.83,103300,16000
34:43.9,-24.03,-41.84,103300,16000
34:44.0,-24.02,-41.86,103300,16000
34:44.1,-22.06,-41.9,103300,16000
34:44.1,-22.22,-41.93,103300,16000
34:44.2,-22.82,-41.93,103300,16000
34:44.2,-22.1,-41.93,103300,16000
34:44.3,-20.4,-41.89,103300,16000
34:44.3,-19.75,-41.89,103300,16000
34:44.4,-23.4,-41.82,103300,16000
34:44.4,-22.08,-41.85,103300,16000
34:44.5,-22.48,-41.86,103300,16000
34:44.5,-23.32,-41.87,103300,16000
34:44.6,-20.42,-41.87,103300,16000
34:44.6,-20.7,-41.85,103300,16000
34:44.7,-22.48,-41.84,103300,16000
34:44.7,-20.93,-41.88,103300,16000
34:44.7,-21.07,-41.84,103300,16000
34:44.8,-23.07,-41.83,103300,16000
34:44.8,-20.04,-41.82,103300,16000
34:44.9,-21.53,-41.77,103300,16000
34:44.9,-21.79,-41.76,103300,16000
34:45.0,-20.42,-41.76,103300,16000
34:45.1,-22.71,-41.73,103300,16000
34:45.1,-21.82,-41.71,103300,16000
34:45.2,-20.17,-41.71,103300,16000
34:45.2,-22.32,-41.7,103300,16000
34:45.3,-20.39,-41.69,103300,16000
34:45.3,-20.75,-41.69,103300,16000
34:45.4,-21.07,-41.7,103300,16000
34:45.4,-21.86,-41.7,103300,16000
34:45.5,-20.7,-41.61,103300,16000
34:45.5,-20.11,-41.56,103300,16000
34:45.6,-21.51,-41.51,103300,16000
34:45.6,-22.4,-41.55,103300,16000
34:45.7,-21.21,-41.56,103300,16000
34:45.7,-21.05,-41.54,103300,16000
34:45.8,-22.21,-41.53,103300,16000
34:45.8,-19.6,-41.52,103300,16000
34:45.9,-22.69,-41.51,103300,16000
34:45.9,-21.86,-41.51,103300,16000
34:45.9,-22.18,-41.51,103300,16000
34:46.0,-21.56,-41.49,103300,16000
34:46.0,-23.65,-41.46,103300,16000
34:46.1,-21.82,-41.46,103300,16000
34:46.1,-21.33,-41.45,103300,16000
34:46.2,-21.75,-41.49,103300,16000
34:46.3,-21.4,-41.5,103300,16000
34:46.3,-20.71,-41.49,103300,16000
34:46.4,-20.91,-41.51,103300,16000
34:46.4,-20.72,-41.57,103300,16000
34:46.4,-22.69,-41.63,103300,16000
34:46.5,-22.51,-41.68,103300,16000
34:46.6,-20.61,-41.68,103300,16000
34:46.6,-21.66,-41.64,103300,16000
34:46.6,-19.75,-41.67,103300,16000
34:46.7,-20.48,-41.64,103300,16000
34:46.8,-22.75,-41.63,103300,16000
34:46.8,-21.38,-41.65,103300,16000
34:46.9,-22.44,-41.66,103300,16000
34:46.9,-21.5,-41.64,103300,16000
34:47.0,-20.9,-41.64,103300,16000
34:47.0,-19.55,-41.59,103300,16000
34:47.1,-21.42,-41.62,103300,16000
34:47.1,-22.33,-41.65,103300,16000
34:47.2,-24.03,-41.65,103300,16000
34:47.2,-23.73,-41.61,103300,16000
34:47.3,-20.57,-41.61,103300,16000
34:47.3,-21.38,-41.64,103300,16000
34:47.3,-22.08,-41.63,103300,16000
34:47.4,-21.06,-41.6,103300,16000
34:47.4,-21.91,-41.6,103300,16000
34:47.5,-19.37,-41.51,103300,16000
34:47.6,-21.91,-41.51,103300,16000
34:47.6,-21.52,-41.5,103300,16000
34:47.7,-22.08,-41.5,103300,16000
34:47.7,-21.76,-41.48,103300,16000
34:47.7,-22.31,-41.5,103300,16000
34:47.8,-21.19,-41.5,103300,16000
34:47.8,-20.19,-41.48,103300,16000
34:47.9,-21.33,-41.5,103300,16000
34:48.0,-20.76,-41.5,103300,16000
34:48.0,-21.94,-41.54,103300,16000
34:48.1,-20.69,-41.52,103300,16000
34:48.1,-21.82,-41.49,103300,16000
34:48.2,-21.89,-41.46,103300,16000
34:48.2,-23,-41.45,103300,16000
34:48.3,-20.8,-41.44,103300,16000
34:48.3,-22.3,-41.44,103300,16000
34:48.3,-21.61,-41.43,103300,16000
34:48.4,-22.06,-41.41,103300,16000
34:48.5,-20.6,-41.41,103300,16000
34:48.5,-21.64,-41.42,103300,16000
34:48.6,-20.48,-41.42,103300,16000
34:48.6,-22.24,-41.45,103300,16000
34:48.7,-20.96,-41.45,103300,16000
34:48.7,-21.44,-41.38,103300,16000
34:48.7,-21.31,-41.38,103300,16000
34:48.8,-21.19,-41.37,103300,16000
34:48.8,-20.58,-41.37,103300,16000
34:48.9,-19.57,-41.37,103300,16000
34:48.9,-21.45,-41.35,103300,16000
34:49.0,-21.93,-41.36,103300,16000
34:49.1,-22.11,-41.36,103300,16000
34:49.1,-21.14,-41.39,103300,16000
34:49.2,-22.37,-41.39,103300,16000
34:49.2,-21.21,-41.39,103300,16000
34:49.3,-19.38,-41.39,103300,16000
34:49.3,-21.04,-41.35,103300,16000
34:49.4,-19.7,-41.37,103300,16000
34:49.4,-19.9,-41.38,103300,16000
34:49.4,-21.1,-41.37,103300,16000
34:49.5,-22.58,-41.35,103300,16000
34:49.6,-21.61,-41.35,103300,16000
34:49.6,-23.47,-41.35,103300,16000
34:49.7,-21.88,-41.42,103300,16000
34:49.7,-21.66,-41.44,103300,16000
34:49.8,-21.67,-41.43,103300,16000
34:49.8,-21.22,-41.45,103300,16000
34:49.9,-22.14,-41.48,103300,16000
34:49.9,-21.25,-41.52,103300,16000
34:50.0,-18.27,-41.52,103300,16000
34:50.0,-23.1,-41.56,103300,16000
34:50.0,-21.97,-41.56,103300,16000
34:50.1,-21.95,-41.52,103300,16000
34:50.2,-21.76,-41.59,103300,16000
34:50.2,-21.49,-41.59,103300,16000
34:50.3,-21.65,-41.61,103300,16000
34:50.3,-21.82,-41.64,103300,16000
34:50.3,-21.94,-41.63,103300,16000
34:50.4,-22.33,-41.62,103300,16000
34:50.4,-22.19,-41.62,103300,16000
34:50.5,-20.28,-41.66,103300,16000
34:50.5,-20.54,-41.67,103300,16000
34:50.6,-20.75,-41.66,103300,16000
34:50.7,-21.52,-41.63,103300,16000
34:50.7,-20.09,-41.66,103300,16000
34:50.8,-21.69,-41.66,103300,16000
